clubLabel,venueLabel,coordinates,countryLabel
Shanghai Pudong Zobon F.C.,Yuanshen Sports Centre Stadium,Point(121.531683 31.233425),People's Republic of China
Shanghai SIPG F.C.,Shanghai Stadium,Point(121.437278 31.1835),People's Republic of China
Shanghai Shenhua F.C.,Hongkou Football Stadium,Point(121.4762 31.2733),People's Republic of China
Shanghai Shenxin F.C.,Yuanshen Sports Centre Stadium,Point(121.531683 31.233425),People's Republic of China
Shanghai United F.C.,Yuanshen Sports Centre Stadium,Point(121.531683 31.233425),People's Republic of China
Sharks F.C.,Sharks Stadium,Point(7.02194 4.76556),Nigeria
Shatin SA,Sha Tin Sports Ground,Point(114.197 22.3872),Hong Kong
Sheffield United F.C.,Bramall Lane,Point(-1.470833333 53.370277777),United Kingdom
Sheffield Wednesday F.C.,Hillsborough Stadium,Point(-1.500555555 53.411388888),United Kingdom
Sheffield Wednesday F.C. Academy,Hillsborough Stadium,Point(-1.500555555 53.411388888),United Kingdom
Shelbourne F.C.,Tolka Park,Point(-6.251983 53.367514),Ireland
Shenzhen Fengpeng F.C.,New Shenzhen Stadium,Point(114.212194 22.697139),People's Republic of China
Shenzhen Ruby F.C.,Bao'an Stadium,Point(113.876292 22.560988),People's Republic of China
Shenzhen Ruby F.C.,Bao'an Stadium,Point(113.879166666 22.563252777),People's Republic of China
Shepherd's Bush F.C.,Loftus Road,Point(-0.232222222 51.509166666),United Kingdom
Shijiazhuang Tiangong,Yutong International Sports Center,Point(114.529086 38.041327),People's Republic of China
Shijiazhuang Yongchang Junhao F.C.,Yutong International Sports Center,Point(114.529086 38.041327),People's Republic of China
Shimizu S-Pulse,Outsourcing Stadium Nihondaira,Point(138.481111 34.984444),Japan
Shimshon Tel Aviv F.C.,Bloomfield Stadium,Point(34.761625 32.05175),Israel
Shirak FC,Gyumri City Stadium,Point(43.833333 40.785833),Armenia
Shkumbini Peqin,Fusha Sportive Peqin,Point(19.752772 41.042472),Albania
Shonan Bellmare,Shonan BMW Stadium Hiratsuka,Point(139.341263 35.343608),Japan
Shooting Stars Soccer Academy,The Soccer Centre,Point(-79.6025 43.7722),Canada
Shotts Bon Accord F.C.,Hannah Park,Point(-3.806978 55.825394),United Kingdom
Shrewsbury Town F.C.,New Meadow,Point(-2.74933 52.68863),United Kingdom
Siah Jamegan Khorasan F.C.,Samen Al-Aeme Stadium,Point(59.383829 36.425944),Iran
Siderurgistul Galaţi,Stadionul Siderurgistul,Point(28.026944 45.420694),Romania
Silkeborg IF,Silkeborg Stadion,Point(9.55305556 56.15777778),Denmark
Simba S.C.,Benjamin Mkapa National Stadium,Point(39.273811 -6.8535),Tanzania
Sime Darby F.C.,Selayang Stadium,Point(102.245368 2.202742),Malaysia
Simla Youngs F.C.,Ambedkar Stadium,Point(77.24235278 28.63899444),India
Simurq PFC,Zaqatala City Stadium,Point(46.652805555 41.639361111),Azerbaijan
Singapore Lions,National Stadium,Point(103.874611111 1.304277777),Malaysia
Singhtarua F.C.,PAT Stadium,Point(100.559717 13.71515),Thailand
Sint-Truidense V.V.,Stayen,Point(5.165278 50.813611),Belgium
Sitra Club,Bahrain National Stadium,Point(50.543664 26.153594),Bahrain
Sivasspor,Sivas 4 Eylül Stadium,Point(37.003306 39.741028),Turkey
Sivutsa Stars F.C.,KaNyamazane Stadium,Point(31.1819 -25.4649),South Africa
Skeid Fotball,Bislett Stadion,Point(10.733333 59.924722),Norway
Ski IL,Ski Stadion,Point(10.850768 59.718537),Norway
Skoda Xanthi F.C.,Skoda Xanthi Arena,Point(24.949372 41.121344),Greece
Skonto FC,Skonto Stadium,Point(24.116408 56.961372),Latvia
Sky Blue FC,Yurcak Field,Point(-74.4637 40.5186),United States of America
Sliema Wanderers F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Sligo Rovers F.C.,Showgrounds,Point(-8.487233 54.270042),Ireland
Smouha Sporting Club,Alexandria Stadium,Point(29.9132 31.1971),Egypt
Smyrna FC,İzmir Alsancak Stadium,Point(27.150889 38.437289),Turkey
SoccerPlus Connecticut,Veterans Stadium,Point(-72.7727 41.6484),United States of America
Social Futebol Clube,Estádio Louis Ensch,Point(-42.626389 -19.5225),Brazil
Sociedad Deportiva Aucas,Estadio Chillogallo,Point(-78.546197 -0.278886),Ecuador
Sociedad Deportiva España,Estadio Olímpico Atahualpa,Point(-78.476583 -0.177528),Ecuador
Sociedad Deportiva Flamengo,Estadio La Cocha,Point(-78.614559 -0.924271),Ecuador
Sociedad Deportiva Huesca,Estadio El Alcoraz,Point(-0.424444 42.131944),Spain
Sociedad Deportiva Ponferradina,Estadio El Toralín,Point(-6.599972 42.5574),Spain
Sociedade Esportiva Palmeiras B,Estádio Rua Javari,Point(-46.604444 -23.553333),Brazil
Sociedade Esportiva Tiradentes,Lindolfinho,Point(-43.821111 -5.084722),Brazil
Sociedade Esportiva do Gama,Bezerrão,Point(-48.062222 -16.0125),Brazil
Sociedade Esportiva e Recreativa Caxias do Sul,Estádio Centenário,Point(-51.196667 -29.165),Brazil
Sociedade Esportiva e Recreativa São José,Zerão,Point(-51.080833 5.56E-4),Brazil
Sogndal Fotball,Fosshaugane Campus,Point(7.085238 61.231983),Norway
Sohag FC,Sohag stadium,Point(31.7092 26.5578),Egypt
Songkhla F.C.,Tinsulanonda Stadium,Point(100.598611 7.207222),Thailand
Sony Sendai F.C.,Yurtec Stadium Sendai,Point(140.881944 38.319167),Japan
Sorrento Calcio,Stadio Italia,Point(14.383758 40.629575),Italy
Sourouklis Troullon,Troulloi Community Stadium,Point(33.612047 35.028193),Cyprus
South China AA,Hong Kong Stadium,Point(114.188444444 22.272861111),People's Republic of China
South Starworld Strikers,Ato Boldon Stadium,Point(-61.41722222 10.42472222),Trinidad and Tobago
South United F.C.,Bangalore Football Stadium,Point(77.611585 12.968866),India
South-East-Central Railway Sports Club,Cooperage Ground,Point(72.828734 18.924449),India
Southampton F.C.,St Mary's Stadium,Point(-1.391111111 50.905833333),United Kingdom
Southend United F.C.,Roots Hall,Point(0.701556 51.549),United Kingdom
Southern Oregon Fuego,US Cellular Community Park,Point(-122.847 42.3032),United States of America
Southern Samity,Salt Lake Stadium,Point(88.409167 22.568889),India
Southport F.C.,Haig Avenue,Point(-2.978856 53.638089),United Kingdom
SpVgg Bayern Hof,Stadion Grüne Au,Point(11.9313 50.3148),Germany
SpVgg Bayreuth,Hans-Walter-Wild-Stadion,Point(11.586944 49.945278),Germany
SpVgg Erkenschwick,Stimbergstadion,Point(7.25244444 51.64338889),Germany
SpVgg Landshut,Q1384007,Point(12.1383 48.5322),Germany
SpVgg Ludwigsburg,Q1874097,Point(9.21139 48.8925),Germany
SpVgg Unterhaching,Generali Sportpark,Point(11.615556 48.073611),Germany
SpVgg Weiden,Q2326124,Point(12.1695 49.6843),Germany
Sparta Rotterdam,Sparta Stadion Het Kasteel,Point(4.433333 51.919444),Netherlands
Spartak Moscow,Otkrytie Arena,Point(37.435556 55.8175),Russia
Spartak Myjava,Stadium Myjava,Point(17.5587 48.7428),Slovakia
Spartak d'Aguadinha,Q18620978,Point(-24.495486111 14.897611111),Cape Verde
Spartaki-Tskhinvali Tbilisi,Mikheil Meskhi Stadium,Point(44.746247 41.709617),Georgia
Spartakos Kitiou,Kiti Community Stadium,Point(33.575277777 34.850277777),Cyprus
Spezia Calcio,Stadio Alberto Picco,Point(9.808611 44.102222),Italy
Spokane Black Widows,Joe Albi Stadium,Point(-117.483 47.705),United States of America
Spokane Shadow,Joe Albi Stadium,Point(-117.483 47.705),United States of America
Spokane Shine,Joe Albi Stadium,Point(-117.483 47.705),United States of America
Spokane Spiders,Joe Albi Stadium,Point(-117.483 47.705),United States of America
Sport Boys,Estadio Miguel Grau,Point(-77.11995 -12.05972),Peru
Sport Chorrillos,Estadio Campeonísimo,Point(-81.2659931 -4.5776797),Peru
Sport Club Americano (Porto Alegre),Estádio dos Eucaliptos,Point(-51.227222 -30.061667),Brazil
Sport Club Barueri,Arena Barueri,Point(-46.899444 -23.513056),Brazil
Sport Club Belém,Estádio Olímpico do Pará,Point(-48.444 -1.381111),Brazil
Sport Club Corinthians Paulista Junior Team,Estádio Parque São Jorge,Point(-46.568469 -23.526833),Brazil
Sport Club Genus de Porto Velho,Estádio Aluízio Ferreira,Point(-63.910556 -8.757222),Brazil
Sport Club do Recife,Estádio Ilha do Retiro,Point(-34.902980555 -8.062952777),Brazil
Sport Clube Shallon,Estádio Aluízio Ferreira,Point(-63.910556 -8.757222),Brazil
Sport Clube Verdun,Estádio Marcelo Leitão,Point(-22.938833333 16.753258333),Cape Verde
Sport Huamanga,Estadio Ciudad de Cumaná,Point(-74.2167 -13.15),Peru
Sport Huancayo,Estadio Huancayo,Point(-75.201944 -12.072778),Peru
Sport Inca,Estadio Nacional,Point(-77.0336 -12.0711),Peru
Sport José Gálvez,Estadio Nacional,Point(-77.0336 -12.0711),Peru
Sport Juan Bielovucic,Estadio Nacional,Point(-77.0336 -12.0711),Peru
Sport Loreto,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389),Peru
Sport Victoria,Estadio José Picasso Peratta,Point(-75.7389661 -14.067981),Peru
Sportfreunde Lotte,PGW Arena,Point(7.920444 52.270936),Germany
Sportfreunde Siegen,Leimbachstadion,Point(8.026111 50.852222),Germany
Sporting Clube da Praia,Estádio da Várzea,Point(-23.512222 14.916111),Cape Verde
Sporting Clube de Goa,Fatorda Stadium,Point(73.9625 15.28972222),India
Sporting Clube de Porto Novo,Estádio Municipal do Porto Novo,Point(-24.076805555 17.02125),Cape Verde
Sporting Clube de Portugal,Estádio José Alvalade,Point(-9.160783333 38.761194444),Portugal
Sporting Clube de Timor,National Stadium,Point(125.580611 -8.557944),East Timor
Sporting Coruñés,Estadio Municipal de Chapín,Point(-6.120278 36.689167),Spain
Sporting Cristal,Estadio Alberto Gallardo,Point(-77.045 -12.038),Peru
Sporting Fingal F.C.,Dalymount Park,Point(-6.275 53.361667),Ireland
Sporting Fingal F.C.,Dalymount Park,Point(-6.275 53.3619),Ireland
Sporting Kansas City,Children's Mercy Park,Point(-94.8237 39.1218),United States of America
Sporting Pizarro,Estadio Mariscal Cáceres,Point(-80.4418659 -3.5571145),Peru
Sporting Punta Alta,Estadio Roberto Natalio Carminatti,Point(-62.275833 -38.726944),Argentina
Sporting de Gijón B,Escuela de Fútbol de Mareo,Point(-5.68056 43.4981),Spain
Sportivo Luqueño,Estadio Feliciano Cáceres,Point(-57.493056 -25.272222),Paraguay
Sportivo Tarapacá Ferrocarril,Estadio Nacional,Point(-77.033722 -12.067278),Peru
Sportivo Trinidense,Estadio Martín Torres,Point(-57.583889 -25.259722),Paraguay
Sriwijaya F.C.,Gelora Sriwijaya Stadium,Point(104.7892 -3.0214),Indonesia
Sriwijaya F.C. U-21,Gelora Sriwijaya Stadium,Point(104.7892 -3.0214),Indonesia
St Albans City F.C.,"Clarence Park, St Albans",Point(-0.324 51.753),United Kingdom
St Patrick's Athletic F.C.,Richmond Park,Point(-6.316619 53.340922),Ireland
St. Ann's Rangers,Hasely Crawford Stadium,Point(-61.533033 10.661522),Trinidad and Tobago
St. George's F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
St. Johnstone F.C.,McDiarmid Park,Point(-3.476928 56.409686),United Kingdom
St. Louis Stars,Busch Memorial Stadium,Point(-90.1925 38.623888888),United States of America
St. Louis Steamers,Scottrade Center,Point(-90.2025 38.626667),United States of America
St. Mirren F.C.,St. Mirren Park,Point(-4.443889 55.850556),United Kingdom
St. Patrick F.C.,Il-Foss,Point(14.529833333 35.879166666),Malta
Stabæk Fotball,Nadderud Stadion,Point(10.581111 59.921111),Norway
Stabæk Fotball Kvinner,Nadderud Stadion,Point(10.581111 59.921111),Norway
Stade Brestois 29,Stade Francis-Le Blé,Point(-4.461694 48.402932),France
Stade Gabésien,Stade Municipal de Gabès,Point(10.0994 33.8477),Tunisia
Stade Lavallois,Stade Francis Le Basser,Point(-0.754722 48.0825),France
Stade Malherbe Caen,Stade Michel d'Ornano,Point(-0.39675 49.179444),France
Stade Malien,Stade 26 mars,Point(-7.921667 12.604444),Mali
Stade Rennais F.C.,Roazhon Park,Point(-1.712833 48.107444),France
Stade Toulousain,Stade Ernest-Wallon,Point(1.415556 43.621944),France
Stade Tunisien,Stade Chedli Zouiten,Point(10.170121 36.828863),Tunisia
Stade d'Abidjan,Stade Municipal d'Abidjan,Point(-4.018889 5.341944),Côte d'Ivoire
Stade de Reims,Stade Auguste Delaune,Point(4.025 49.246667),France
Stafford Rangers F.C.,Marston Road,Point(-2.116858 52.818542),United Kingdom
Stal Mielec,Stadion Stali Mielec,Point(21.435833 50.298611),Poland
Stalybridge Celtic F.C.,Bower Fold,Point(-2.043864 53.475314),United Kingdom
Standard Liège,Stade Maurice Dufrasne,Point(5.543344 50.609908),Belgium
Steel Azin F.C.,Shahid Dastgerdi Stadium,Point(51.311708 35.707671),Iran
Stenhousemuir F.C.,Ochilview Park,Point(-3.81465833 56.02824444),United Kingdom
Stevenage Athletic F.C.,Broadhall Way,Point(-2.43575 53.0874),United Kingdom
Stevenage Athletic F.C.,Broadhall Way,Point(-0.193608 51.889839),United Kingdom
Stevenage Football Club,Broadhall Way,Point(-2.43575 53.0874),United Kingdom
Stevenage Football Club,Broadhall Way,Point(-0.193608 51.889839),United Kingdom
Stevenage Town F.C.,Broadhall Way,Point(-2.43575 53.0874),United Kingdom
Stevenage Town F.C.,Broadhall Way,Point(-0.193608 51.889839),United Kingdom
Stirling Albion F.C.,Forthbank Stadium,Point(-3.91176 56.1188),United Kingdom
Stockport County F.C.,Edgeley Park,Point(-2.166388888 53.399722222),United Kingdom
Stoke City F.C.,Britannia Stadium,Point(-2.175555555 52.988333333),United Kingdom
Stoke City F.C. Reserves and Academy,Britannia Stadium,Point(-2.175555555 52.988333333),United Kingdom
Stomil Olsztyn,OSiR Stadium in Olsztyn,Point(20.508056 53.772778),Poland
Stourbridge F.C.,War Memorial Athletic Ground,Point(-2.15136 52.4626),United Kingdom
Stranraer F.C.,Stair Park,Point(-5.01248 54.9021),United Kingdom
Strathspey Thistle F.C.,Seafield Park,Point(-3.60092 57.3324),United Kingdom
Strugglers FC,Fenerbahce Sukru Saracoglu Stadium,Point(29.036667 40.987778),Turkey
Strømmen IF,Strømmen Stadion,Point(11.003525 59.939661),Norway
Strømsgodset IF,Marienlyst Stadion,Point(10.201333 59.734392),Norway
Strømsgodset Toppfotball,Marienlyst Stadion,Point(10.201333 59.734392),Norway
Stuttgarter Kickers,Gazi-Stadion auf der Waldau,Point(9.188417 48.753944),Germany
Sucre F.C.,Q5847777,Point(-75.410172222 9.280111111),Colombia
Sumgayit PFC,Mehdi Huseynzade Stadium,Point(49.674722 40.601389),Azerbaijan
Sun Hei SC,Mong Kok Stadium,Point(114.173 22.3261),Hong Kong
Sunderland A.F.C.,Stadium of Light,Point(-1.3882 54.9144),United Kingdom
Sundsvalls DFF,Norrporten Arena,Point(17.301111111 62.394166666),Sweden
Sunshine Coast F.C.,Stockland Park,Point(153.126111 -26.733889),Australia
Sunshine George Cross FC,Chaplin Reserve,Point(144.828611 -37.785),Australia
SuperSport United F.C.,Lucas Masterpieces Moripe Stadium,Point(28.072869 -25.775919),South Africa
Suphanburi F.C.,Suphanburi Municipality Stadium,Point(100.086596 14.474082),Thailand
Surabaya Muda,Gelora 10 November Stadium,Point(112.755989 -7.25157),Indonesia
Surat Thani F.C.,Surat Thani Stadium,Point(99.3473 9.134),Thailand
Sutherland Sharks FC,Seymour Shaw Park,Point(151.102222 -34.030278),Australia
Sutton United F.C.,Borough Sports Ground,Point(-0.204342 51.367603),United Kingdom
Suwon FC,Suwon Sports Complex,Point(127.011389 37.297778),South Korea
Suwon FMC WFC,Suwon Sports Complex,Point(127.011389 37.297778),South Korea
Suwon Samsung Bluewings,Suwon World Cup Stadium,Point(127.036888888 37.286277777),South Korea
Swansea City A.F.C.,Liberty Stadium,Point(-3.9351 51.6422),United Kingdom
Swansea City A.F.C. Reserves,Parc y Scarlets,Point(-4.129167 51.679167),United Kingdom
Swindon Town F.C.,"County Ground, Swindon",Point(-1.770556 51.564444),United Kingdom
Swindon Town F.C. Reserves and Youth,"County Ground, Swindon",Point(-1.770556 51.564444),United Kingdom
Sydney F.C.,Sydney Football Stadium,Point(151.225277777 -33.889166666),Australia
Sydney United FC,Sydney United Sports Centre,Point(150.874167 -33.875833),Australia
Syracuse Salty Dogs,Alliance Bank Stadium,Point(-76.165358 43.079078),United States of America
Syracuse Silver Knights,Oncenter War Memorial Arena,Point(-76.148333 43.044722),United States of America
Syrianska FC,Södertälje Fotbollsarena,Point(17.568882 59.188354),Sweden
Syrianska IF Kerburan,Swedbank Park,Point(16.530555555 59.6275),Sweden
Szolnoki MÁV FC,Tiszaligeti Stadion,Point(20.199722 47.168056),Hungary
São Carlos Clube,Estádio Paulista,Point(-47.892929 -22.009435),Brazil
São Carlos F.C.,Estádio Luís Augusto de Oliveira,Point(-47.89083333 -22.06705556),Brazil
São Cristóvão de Futebol e Regatas,Estádio Figueira de Melo,Point(-43.213533 -22.905089),Brazil
São José Esporte Clube,Estádio Martins Pereira,Point(-45.870331 -23.188517),Brazil
São José Esporte Clube,Estádio Martins Pereira,Point(-45.870331 -23.188517),Brazil
São José de Ribamar Esporte Clube,Estádio Nhozinho Santos,Point(-44.289145 -2.536286),Brazil
São Paulo F.C.,Estádio do Morumbi,Point(-46.720155555 -23.600125),Brazil
São Paulo Futebol Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
São Raimundo Esporte Clube,Estádio Ismael Benigno,Point(-60.037778 -3.121944),Brazil
Sông Lam Nghệ An F.C.,Vinh Stadium,Point(105.669508 18.669015),Vietnam
Sörve JK,Kuressaare linnastaadion,Point(22.480172 58.242286),Estonia
SønderjyskE Fodbold,Sydbank Park,Point(9.487791 55.261359),Denmark
T&TEC SC,Manny Ramjohn Stadium,Point(-61.441673 10.303371),Trinidad and Tobago
TC Elima,Stade Lumumba,Point(25.186576 0.521216),Democratic Republic of the Congo
TDC Bình Dương Football Club,Go Dau Stadium,Point(106.672 10.970043),Vietnam
TJ Baník Ružiná,TJ Baník Stadium,Point(19.55 48.4333),Slovakia
TP Mazembe,Stade TP Mazembe,Point(27.489241 -11.678373),Democratic Republic of the Congo
TSG 1899 Hoffenheim,Rhein-Neckar Arena,Point(8.888278 49.239),Germany
TSV 1860 München,Allianz Arena,Point(11.624752777 48.218775),Germany
TSV 1860 München II,Grünwalder Stadion,Point(11.574444 48.110833),Germany
TSV 1860 Rosenheim,Q1553794,Point(12.1293 47.8479),Germany
TSV Buchbach,Q1758537,Point(12.2759 48.3149),Germany
TSV Crailsheim,Schönebürgstadion,Point(10.081111 49.142222),Germany
TSV Hartberg,Q1232645,Point(15.9772 47.281),Austria
TSV Havelse,Q1635405,Point(9.60222 52.4083),Germany
TSV Schwaben Augsburg,Q1357112,Point(10.9083 48.3428),Germany
TSV Schwieberdingen,Q1404192,Point(9.07222 48.8825),Germany
Tacuary,Estadio Roberto Bettega,Point(-57.56875 -25.23638889),Paraguay
Taguatinga Esporte Clube,Serejão,Point(-48.080657 -15.836146),Brazil
Tai Po FC,Tai Po Sports Ground,Point(114.162 22.4554),Hong Kong
Taiwan Power Company F.C.,Kaohsiung National Stadium,Point(120.295 22.702778),Taiwan
Tala'ea El-Gaish SC,Cairo Military Academy Stadium,Point(31.3676 30.1111),Egypt
Talavera CF,Q5639290,Point(-4.821888888 39.965597222),Spain
Taliya SC,Hama Municipal Stadium,Point(35.744722 35.560556),Syria
Talleres de Córdoba,Estadio La Boutique,Point(-64.175278 -31.449167),Argentina
Tampa Bay Mutiny,Raymond James Stadium,Point(-82.503333333 27.975833333),United States of America
Tampa Bay Rowdies,Tampa Stadium,Point(-82.503611111 27.978888888),United States of America
Tampa Bay Rowdies,Progress Energy Park,Point(-82.6331 27.7685),United States of America
Tampere United,Tampere Stadium,Point(23.764167 61.4925),Finland
Tampereen Pallo-Veikot,Tammela Stadion,Point(23.785278 61.500278),Finland
Tampico Madero,Estadio Tamaulipas,Point(-97.850773 22.279988),Mexico
Tamworth F.C.,The Lamb Ground,Point(-1.688925 52.628403),United Kingdom
Taranto Sport,Stadio Erasmo Iacovone,Point(17.27 40.452778),Italy
Tarbes Pyrénées Football,Stade Maurice Trélut,Point(0.075714 43.219932),France
Tarxien Rainbows F.C.,Ta' Qali National Stadium,Point(14.415372222 35.894863888),Malta
Team America,Robert F. Kennedy Memorial Stadium,Point(-76.971666666 38.889722222),United States of America
Team Bath F.C.,Twerton Park,Point(-2.3951 51.3787),United Kingdom
Team Hawaii,Aloha Stadium,Point(-157.93 21.372777777),United States of America
Team Wellington,Newtown Park,Point(174.7825 -41.320278),New Zealand
Techno Aryan F.C.,Salt Lake Stadium,Point(88.409167 22.568889),India
Tecnológico de Pucallpa,Estadio Aliardo Soria Pérez,Point(-74.539167 -8.386389),Peru
Teihens F.C.,Kanazawa Soccer Stadium,Point(136.658333 36.5975),Japan
Telefoncular FC,Fenerbahce Sukru Saracoglu Stadium,Point(29.036667 40.987778),Turkey
Telephonat Bani Sweif,Bani Sweif Stadium,Point(31.0975 29.061667),Egypt
Telford United F.C.,New Bucks Head,Point(-2.501336 52.697272),United Kingdom
Telstar,TATA Steel Stadion,Point(4.635 52.455),Netherlands
Tempête Football Club,Parc Levelt,Point(-72.6959 19.1081),Haiti
Tennis Borussia Berlin,Mommsenstadion,Point(13.264167 52.500833),Germany
Tennis Borussia Berlin,Mommsenstadion,Point(13.264167 52.500833),Germany
Terengganu FA,Sultan Ismail Nasiruddin Shah Stadium,Point(103.106388888 5.372777777),Malaysia
Ternana Calcio,Stadio Libero Liberati,Point(12.635278 42.562222),Italy
Terrassa FC,Estadi Olímpic de Terrassa,Point(2.011142 41.576133),Spain
Texas Strikers,Ford Arena,Point(-94.18 30.0108),United States of America
Textil Mandiyú,Estadio José Antonio Romero Feris,Point(-58.829883 -27.483778),Argentina
Thamrin Graha Metropolitan Medan,Teladan Stadium,Point(98.695556 3.564722),Indonesia
Thanda Royal Zulu F.C.,Richards Bay Stadium,Point(32.055874 -28.743392),South Africa
The Panthers F.C.,Nuevo Estadio de Malabo,Point(8.769167 3.725),Equatorial Guinea
The Strongest,Estadio Hernando Siles,Point(-68.122778 -16.499444),Bolivia
Thespakusatsu Gunma,Shoda Shoyu Stadium Gunma,Point(139.053258 36.411613),Japan
Third Lanark A.C.,Cathkin Park,Point(-4.25319 55.8299),United Kingdom
Thrasyvoulos F.C.,Fyli Municipal Stadium,Point(23.651244 38.096319),Greece
Thể Công F.C.,Hàng Đẫy Stadium,Point(105.833056 21.029722),Vietnam
Tianjin Songjiang F.C.,Tianjin Tuanbo Football Stadium,Point(117.184441666 38.8834),People's Republic of China
Tianjin Teda F.C.,TEDA Football Stadium,Point(117.719 39.030519),People's Republic of China
Tiburones Rojos de Coatzacoalcos,Q5848341,Point(-5.9705 37.3841),Mexico
Tiburones Rojos de Veracruz,Estadio Luis de la Fuente,Point(-96.125017 19.164222),Mexico
Tigres B,Estadio Tigres De la UANL,Point(-100.312055555 25.722805555),Mexico
Tigres UANL,Estadio Tigres De la UANL,Point(-100.312055555 25.722805555),Mexico
Tirana AS,Selman Stërmasi Stadium,Point(19.81138333 41.31898056),Albania
Tishreen SC,Al-Assad Stadium,Point(35.785335 35.52766),Syria
Tobago United,Dwight Yorke Stadium,Point(-60.716905 11.181436),Trinidad and Tobago
Tochigi S.C.,Tochigi Green Stadium,Point(139.986667 36.556667),Japan
Tokatspor,Tokat Gaziosmanpaşa Stadium,Point(28.908522 41.060894),Turkey
Tokushima Vortis,Pocarisweat Stadium,Point(134.617839 34.16821),Japan
Tokyo Verdy,Ajinomoto Stadium,Point(139.527139 35.664278),Japan
Toledo Colônia Work,Estádio Municipal 14 de Dezembro,Point(-53.754444 -24.723889),Brazil
Tonnerre Yaoundé,Stade Ahmadou Ahidjo,Point(11.540528 3.8855),Cameroon
Torino Football Club,Stadio Olimpico di Torino,Point(7.65 45.041667),Italy
Tornados,Toyota Stadium,Point(-96.835158333 33.154458333),United States of America
Toronto Croatia,Centennial Park Stadium,Point(-79.5844 43.6536),Canada
Toronto F.C.,BMO Field,Point(-79.418611 43.632778),Canada
Toronto Falcons,Varsity Stadium,Point(-79.397222 43.666667),Canada
Toronto Lynx,Centennial Park Stadium,Point(-79.5844 43.6536),Canada
Toronto ThunderHawks,Hershey Centre,Point(-79.6535 43.6323),Canada
Toros Neza,Estadio Neza 86,Point(-98.987042 19.405786),Mexico
Torquay Town F.C.,Plainmoor,Point(-3.523825 50.476408),United Kingdom
Torquay United F.C.,Plainmoor,Point(-3.523825 50.476408),United Kingdom
Tosu Futures,Tosu Stadium,Point(130.520278 33.371944),Japan
Total Chalaco,Estadio San Carlos de Apoquindo,Point(-77.604444 -11.101111),Peru
Tottenham Hotspur F.C.,White Hart Lane,Point(-0.065833333 51.603333333),United Kingdom
Tottenham Hotspur F.C. Reserves and Academy,Brisbane Road,Point(-0.012639 51.560139),United Kingdom
Toulouse F.C.,Stadium Municipal,Point(1.434055 43.583296),France
Toulouse FC,Stadium Municipal,Point(1.434055 43.583296),France
Tours FC,Stade de la Vallée du Cher,Point(0.728422 47.376092),France
Township Rollers F.C.,Botswana National Stadium,Point(25.932892 -24.6568),Botswana
Trabzonspor,Hüseyin Avni Aker Stadium,Point(39.705317 41.003664),Turkey
Tractor F.C.,Yadegar-e Emam Stadium,Point(46.295833 38.026667),Iran
Tranmere Rovers F.C.,Prenton Park,Point(-3.0325 53.373722),United Kingdom
Transport United,Changlimithang Stadium,Point(89.641056 27.471417),Bhutan
Trapani Calcio,Stadio Polisportivo Provinciale,Point(12.545833 38.028333),Italy
Trelleborgs FF,Vångavallen,Point(13.15816667 55.38680556),Sweden
Trem Desportivo Clube,Zerão,Point(-51.080833 5.56E-4),Brazil
Trois-Rivières Attak,stade de l’UQTR,Point(-72.576297 46.350567),Canada
Tromsdalen UIL,Tromsdalen Stadion,Point(19.018053 69.645964),Norway
Tromsø IL,Alfheim Stadion,Point(18.935042 69.648872),Norway
Troulloi FC 2015,Troulloi Community Stadium,Point(33.612047 35.028193),Cyprus
Trujillanos FC,Estadio José Alberto Pérez,Point(-70.6023 9.333358),Venezuela
Tsaggaris Peledriou,Pelendri Community Stadium,Point(32.9641 34.8957),Cyprus
TuS Bochum,Ruhrstadion,Point(7.236489 51.489944),Germany
TuS Celle FC,Q1561290,Point(10.0487 52.6207),Germany
Tudu Mighty Jets FC,Essipong Stadium,Point(-1.681714 4.976867),Ghana
Tuen Mun SA,Tuen Mun Tang Shiu Kin Sports Ground,Point(113.974 22.404),Hong Kong
Tulsa Athletics,Drillers Stadium,Point(-95.923667 36.139647),United States of America
Tulsa Revolution,Cox Business Center,Point(-95.997222 36.148889),United States of America
Tulsa Roughnecks,Skelly Field at H. A. Chapman Stadium,Point(-95.943888888 36.148611111),United States of America
Tumpat FA,Sultan Mohammad IV Stadium,Point(102.243561111 6.123838888),Malaysia
Tunbridge Wells F.C.,Culverden Stadium,Point(0.25087 51.1443),United Kingdom
Tupi Football Club,Estádio Municipal Radialista Mário Helênio,Point(-43.378056 -21.7875),Brazil
Tura Magic F.C.,Sam Nujoma Stadium,Point(17.090975 -22.60763611),Namibia
Turan Tovuz PFC,Tovuz City Stadium,Point(45.625556 40.992222),Azerbaijan
Turriff United F.C.,The Haughs,Point(-2.467222 57.536389),United Kingdom
Turun Palloseura,Veritas Stadion,Point(22.291667 60.442778),Finland
Tusker F.C.,Moi International Sports Centre,Point(36.890556 -1.228056),Kenya
Técnico Universitario,Estadio Bellavista,Point(-78.623069 -1.244772),Ecuador
